bn_words_of_interest,frequency_count
(বিনয়),1
কল্পনায়ও,1
"হবে।

বাই‘য়ি",1
হয়ত।”,1
রয়েছে)-কেও,1
তাইয়াহ্,1
জুহ্‌ফায়,1
(জানাযায়),1
ওয়াক্বিহী,1
ধুলিময়,1
বর্ণিতঃয়াযীদ,1
দয়াপরবশ,1
ইয়াগফিরুয্,1
শিখায়।(আধুনিক,1
মুয়ায্‌যিনগণ,1
নিয়মানুবর্তিতা,1
[‘আয়িশাহ্(রাঃ)–এর],1
আলায়কুম’,1
বর্ণিতঃই’য়ালা,1
আয়াতগুলো),1
সফ্ওয়ান-,1
আকওয়া’-এর,1
কুরায়াশ,1
“আয়ুষ্কাল,1
রয়েছে...,1
বিক্রয়লব্ধ,1
দুর্গন্ধময়।এখনো,1
"করেছেন।
‘উকায়ল",1
ওয়াদাগুলো,1
‘উসায়ইয়্যাহ্‌,1
টাঙিয়েছিলাম।,1
খেলাধূলায়,1
হওয়াও,1
দেয়নি।এখনো,1
হয়ে।এখনো,1
দায়িত্ব-কর্তব্য-অঙ্গীকার,1
"নয়।
যে",1
'উমরায়,1
(আকর্ষণীয়,1
ইহরামাবস্থায়,1
(মুতায়,1
বেহায়াপনা,1
"বিষক্রিয়া,",1
বাধায়।,1
সময়সূচী,1
সাজাদায়,1
হুরাইয়া!,1
“মুওয়াজ্জেহ”,1
‘আয়িশাহ্হ,1
ওয়া-আলাইকুম,1
বাঁকিয়ে,1
"চেয়েছিলে,",1
ইয়াহিইয়া,1
৩৬০২)ইয়াযিদ,1
রিযওয়ানে,1
জায়গাগুলোতে,1
মোলায়েম।,1
চাটিয়ে,1
চিবায়।এখনো,1
মু’য়ায,1
বায়তুল্লাহ্য়),1
জুগিয়েছে।,1
"৫৪০৬)
সুফ্‌ইয়ান",1
ইয়াসরিব।,1
"আঁকায়,",1
জামরায়ে,1
মুযদালিফায়)।’এখনো,1
আপ্যায়ণ,1
ঊদয়,1
হেদায়েতপ্রাপ্তদের,1
"হয়েছে।
আল্লাহ্‌",1
সাধ্যানুযায়ী,1
রিওয়ায়াতকারী],1
দিয়েছি।(১৭৯৬)এখনো,1
দুনিয়াবাসীর,1
ইয়াওমন,1
"দাঁড়িপাল্লায়,",1
বয়োঃজ্যেষ্ঠ,1
আল-মুয়ায্‌যিন,1
‘এগিয়ে,1
ওয়া‘ফু,1
‘গোছায়’,1
সওয়ারীর),1
ইলায়া,1
ইয়াস্রিব।,1
ছেলে-মেয়ের,1
সায়ফ।,1
রয়েছে]।এখনো,1
কু’আয়াসের,1
জানায়িব”-এ,1
মহিলাদ্বয়,1
সংকটময়।,1
চতুষ্টয়ের,1
জায়গারূপে,1
দেয়ায়),1
"দণ্ডায়মান,",1
আশ্ওয়া’,1
সূওয়ায়দ,1
তলোয়ারসমূহ,1
(সবিষ্ময়ে),1
(মায়মূনাহ্),1
কামিয়েছিলেন।এখনো,1
খাওয়ালাম।,1
জুবায়ব,1
সায়িবও,1
দুনিয়াবাসী-অবিশ্বাসী।”,1
‘উযায়র-এর।,1
"বিনা-সিয়াতিহি,",1
(‘আয়িশাহকে),1
বর্ণিতঃমু‘আবিয়াহ্,1
অভ্যুদয়,1
সুওয়ারাহূ”,1
সিকায়াহ্’,1
তায়ালিসার,1
‘আ-লাইয়তা,1
প্রান্তদ্বয়,1
হাদিয়্যাহ্‌।,1
"দেখিয়েছেন।
আর",1
"দোয়াত,",1
"নেয়।
(৩)",1
"দিয়েছিলাম।
এদিকে",1
"নিয়েছো।”
হাদীসের",1
প্রাণবায়ু,1
বললেনঃসময়,1
ঠিকসময়ে,1
"হওয়া।
পারিবারিক",1
নির্ণয়),1
সুলায়ম)-এর,1
উপায়-অবকাশ,1
ওয়াহ্শী!,1
তইয়্যিবা-তু,1
সুওয়ায়েদ,1
"হয়;
(২)",1
জানিয়েছিলেন।,1
রুযায়ককে,1
চাপিয়েছিলে।,1
সওয়ারও,1
সওয়মরত,1
বর্ণিতঃইয়ালা,1
কল্যাণময়।),1
মরয়াম,1
বায়হাকী,1
(বয়সের)।,1
‘শাজারায়’,1
চরায়নি,1
বয়ন,1
সক্রিয়ভাবে,1
ওয়ারসুলুহু”,1
ওয়াস্ক।,1
জুরায়জের।,1
চরিয়েছিলে?,1
"করলেন।
আয়িশাহ্‌",1
"ওয়াকই’আহ,",1
ধাওয়ার,1
বিনিময়।এখনো,1
"না।
যুহায়রের",1
ওয়ালা-ইলা-হা,1
সুরুয়ায়,1
মায়তান,1
যায়।(ই.ফা.,1
“দেয়ালে,1
"দিয়েছেন।
ইয়াহ্‌ইয়া",1
খায়।[৫৩৯৪;,1
জারিয়াহ্‌,1
দোটানায়,1
উওয়াইসের,1
নিয়মিতভাবে,1
সলাওয়া-তুত্,1
যাওয়াকালে,1
তুফায়লের,1
"পরায়,",1
কয়েকটা,1
অল্পস্থয়ী।,1
‘ওয়াসাত’,1
হিবারা-ইয়ামনী,1
আমতাবস্থায়,1
-(মারইয়াম:,1
দুখায়শিন),1
করনীয়,1
(ইয়াযীদকে),1
ইয়ামামী,1
আত্মীয়গণ।(আধুনিক,1
লূয়াই,1
মৃত্তিকায়,1
প্রচেষ্টায়,1
আছে”-(মারইয়াম,1
(মদিনা্য়),1
ইয়া’কূব-এর,1
খাও্‌ওয়াত,1
বর্ণিতঃওয়াকী’র,1
(উভয়ের),1
ভাষায়ই,1
মু’আবিয়াহকে,1
(এতদুভয়ের,1
(জিযইয়াহ,1
ব্যাথায়,1
হায়েস,1
"হয়।
আ’মাশ",1
ওসিয়্যাত,1
"সদাকাহ।
‘আয়িশাহ",1
ফুযায়লের,1
নিয়েছিলেন)।,1
পোহায়েছি।,1
বাস্তবায়নের,1
"শোনায়,",1
বিয়াল্লিশ,1
আওয়ানাহ্র),1
ওয়া‘দাও,1
বর্ণিতঃওয়াহী,1
বুসায়সা,1
পরম্পরায়),1
শারীয়াত,1
পাঠিয়েছিলেন;,1
আশ্রয়হীন,1
পাতাওয়ালা,1
"রয়েছে।
আর",1
(বিদায়ী),1
ঘুমিয়েছেন?,1
আশ্রয়ও,1
সুগন্ধিময়।,1
বিধানানুযায়ী,1
নাসিয়াহ্‌,1
মুয়াইত,1
তলায়),1
ইয়াদায়কা,1
(সংশয়বাদী,1
আটকিয়েছিল?,1
বয়স্ককে,1
সায়ী’দী,1
জোরওয়ালাকে,1
“ওয়াজ্‘আলনী,1
বর্ণিতঃইয়াহুদীরা,1
জলাশয়ে’,1
মুওয়ায্‌যিনদের,1
‘উরাওয়াহ,1
দেয়।[৪৬],1
"করেন।
‘আয়িশা",1
শিখিয়েছেন-,1
মাহ্ইয়া‘আহ্,1
(জিযিয়া),1
তিলাওয়াতকালে,1
(অস্থায়ী),1
কর্মবিধায়ক!,1
আহওয়ার,1
পাকিয়েছে।,1
‘জাওয়ানিয়্যাহ্’,1
নুফায়লকে,1
হিদায়াতপ্রাপ্তের,1
আয়ত্বের,1
আত্মমর্যাদায়,1
যিয়া-দাতান্,1
লাগিয়েছিলাম,1
জুয়ায়জ,1
হামযায়,1
ওয়াবারাকা-তুহ্,1
কায়সার-এর,1
তাওয়াক্‌কুল,1
মা-য়িল,1
যুগিয়েছে?,1
‘ফারওয়াহ্,1
“ক্বিয়ামাতের,1
শ্রেয়তম।,1
দু'ভাইয়ের,1
বর্ণিতঃ‘আয়েশা,1
বয়োজ্যেষ্ঠদেরকে,1
মনোনয়ন,1
পেয়ালা।(আধুনিক,1
উপত্যকায়।,1
আয়াত;,1
জায়গাটিই,1
সকাল-সন্ধায়,1
‘আয়লা’,1
(সম্প্রদায়কে),1
ব্যয়ই,1
দয়ালু”-(সূরাহ,1
হালুয়া)।,1
যাওয়া-লি,1
আতিথেয়তাও,1
পড়িয়েছিলেন।,1
বর্ণিতঃযায়নাব,1
'উমায়র!,1
(পবিত্রাবস্থায়),1
জরায়ুকে,1
কলিজায়’,1
দায়িত্বসমূহের,1
দেয়ালমুখী,1
নিয়্যাতে),1
দয়াবশতঃ,1
(ইয়ামানে),1
ইয়া‘মার),1
আরামদায়ক,1
আয়াত)-এর,1
ফায়-এর,1
হায়া-তা,1
চরিয়েছেন?,1
হাকিয়ে,1
নেয়নি।,1
(ন্যায়পরায়ণ,1
চুকিয়ে,1
মায়সারাহ্,1
"যন্ত্রণাদায়ক,",1
ছিয়াত্তর,1
ইয়া‘জূজ-মা‘জূজ,1
সওয়ার),1
প্রয়োগসহ,1
"ঘুমায়,",1
খুনায়স,1
নুফায়লের,1
ওয়াসিলাহ্তে,1
স্নেহপরায়ণদের,1
কুয়াবাসীদের,1
কায়েস-এর,1
ওয়াক্বক্বাস,1
ওয়ামা–,1
"করেন।
সুলায়মান",1
মু’আবীয়াহ,1
(বিনিময়ের,1
(নুবায়হ),1
দিয়েছিল),1
নিয়তেও,1
(পরিধেয়),1
(অন্যায়),1
ইয়াস্রিব-,1
পৌছায়,1
"৪১৯৪)
ইয়াহ্ইয়া",1
‘উয়াইনাহ্‌-এর,1
"কলেরায়,",1
দেয়।[৫৭],1
চেয়েছিলাম?,1
মুতওয়াল্লীর,1
(উমাইয়াহ্‌কে,1
হমায়দ,1
দারাওয়ারদী,1
সিয়া্মের,1
নুসায়বার,1
যবায়র,1
ছায়াপূর্ণ,1
"হয়েছে।
ইয়াহ্‌ইয়া",1
মারওয়ান-এর,1
যুআয়বকে,1
উঠিয়েই,1
হয়েছিল”,1
ওয়ায-নাসীহাতের,1
পোঁছিয়ে,1
বর্ণিতঃমু’আবিয়াহ্,1
ওয়াহীও,1
"ধোঁয়া,",1
[সাফিয়্যাহ্‌,1
"বলয়,",1
পায়না,1
আশায়),1
পলায়নও,1
আব্‌ইয়াযা,1
ইছানুযায়ী,1
খুওয়াইলিদের,1
‘আসওয়াদ’–এর,1
দর্শনীয়,1
সম্প্রদায়সমূহ,1
“সূর্যোদয়,1
খুত্‌বা্‌য়,1
ইলিয়া,1
উসইয়াহ,1
(লায়স),1
"বিনিময়,",1
শাইয়া,1
পলায়নকারী,1
লিহ্‌য়ানের,1
ওয়াজ্‌হিয়া,1
পছন্দনীয়া,1
তাড়াহুড়োয়,1
(মু’আবিয়াহ),1
ঠকিয়েছি।,1
(জায়গা,1
অন্যায়ের,1
নিয়েছো।এখনো,1
"গিয়েছিল।
(বর্ণনাকারী)",1
আসলামীয়া,1
সুফ্ইয়ানকে),1
‘আয়িশাহ্‌(রাঃ)-কে,1
যন্ত্রণায়।,1
জানোয়ারও,1
বর্ণিতঃদেউলিয়া,1
আসদিয়্যাহ্”,1
প্রায়-,1
"চেয়েছ,",1
ছয়চল্লিশ,1
তাকায়?,1
হয়)।এখনো,1
(সময়ের),1
শায়বা-,1
নাবী-তনয়,1
(হাওয়াযিনের,1
হুওয়াইরিস-এর,1
জামিয়াতুন’,1
(হায়যকাল,1
বায়ত),1
(মিলিয়ে),1
করায়নি।,1
"এলাকায়,",1
[‘আয়িশাহ(রাঃ)-কে,1
হয়তোবা,1
হুবায়রার,1
নিশ্চয়ই্,1
ধুয়ে-মুছে,1
‘রুওয়ায়ছা’র,1
হায়যগ্রস্তা।,1
হুয়াঈ-এর,1
কিরায়াত,1
গুটিয়েও,1
নবীয়াল্লাহ!,1
(ন্যায়ের),1
সমবয়স্কা।,1
মুহাম্মাদিয়াহকে,1
দিয়েছেন-যার,1
মায়েদের,1
"গেলেন।
কুরায়শগণ",1
পছন্দনীয়;,1
পূণরায়,1
যাওয়া....।,1
হানাফিয়াহ,1
আওয়ামকে,1
“(ক্বিয়ামতের,1
"ফিরিয়ে,",1
"শান-শওকাতময়,",1
(মুয়াত্তা,1
আরওয়ান’,1
হারিয়েছি।,1
ওয়াসাল্লাম)-ও,1
ওয়াইন্না,1
সালামায়,1
(তাহিয়্যাতুল–মসজিদ,1
ওয়াহিদের,1
"করিয়েছিলাম।
আবূ",1
জিরায়,1
(হস্তদ্বয়,1
পরিভাষায়),1
দুলিয়েছেন’,1
উটওয়ালাদের,1
ছয়টি।,1
হুনায়ফ),1
সাবায়ীর,1
হায়সু,1
হুকায়ক,1
প্রিয়পাত্রী।,1
‘যুল-ইয়াদাইন’,1
দিয়েছেন;(২),1
আসওয়াদ-,1
স্থায়িত্বের,1
আনলায়,1
ছেলেমেয়েদের,1
রুযায়ক্ব,1
কথাবার্তায়),1
দুনিয়াই,1
হুদায়বিয়াহ্র,1
পাথেয়রূপে,1
অভ্যূদয়ের,1
যোগ্যতায়,1
‘মুয়াল্লাফাতুল,1
বুওয়াত্,1
সুফ্ইয়ানেররিওয়ায়াতে,1
মু’আব্‌বিযাতায়ন,1
উদয়াস্ত,1
সা'য়ী,1
"হয়।
ইবনু",1
বর্ণিতঃসওয়ারীর,1
আটকাবস্থায়,1
তাওয়াফ-এর,1
বেরিয়েছিলাম।,1
"ইয়াহূদী,",1
রয়েছে”-(আল-আহযাবঃ,1
হওয়াইয়াসা,1
‘সময়,1
বিলায়াতকে,1
"(প্রস্রাব-পায়খানা),",1
মেয়াদকালে),1
ধাওয়াকারীদের,1
সময়।(আধুনিক,1
যাকওয়ান),1
নয়জনের,1
"করে)।
সুফ্‌ইয়ান",1
(কুতায়বাহ্‌),1
ওয়াসিওয়াত,1
বর্ণিতঃ‘হুদাইবিয়াহ,1
ওয়াহশী,1
অনিদ্রায়,1
বাইয়্যিনাহ্)পড়ে,1
‘ওয়াইহাকা’,1
বয়ঃপ্রাপ্ত।,1
পৌছিয়েছি?,1
শয়তানটিকে,1
হয়েছিল..............”-(সূরা,1
পেয়েছন,1
ন্যায়সঙ্গতই,1
জনিয়েছেন,1
ওয়াযাক্কিহা-আন্‌তা,1
যায়দ-মাযিনী,1
"৪৪১৫)
সুফ্ইয়ান",1
খবর-পাওয়া,1
(বয়সে),1
পানীয়।,1
ওয়া‘তারাফ্‌তু,1
(দেয়ালের,1
ভোরবেলায়,1
"ছয়,",1
আতিথেয়তা।,1
হয়।[১৯০৮;,1
রাস্তায়ই,1
পর্বতদ্বয়ের,1
হৃদয়ের।,1
“ওয়াজ্জাহ্‌তু,1
আপ্যায়নপ্রিয়,1
ন্যায়’।(আধুনিক,1
হুদীগায়ক,1
বললেনঃখায়বার,1
"'নু'আয়ম,",1
হয়’।,1
মায়িয,1
বসিয়েছে।,1
পাঠিয়েছেন।এখনো,1
(নয়,1
ভুক্তনয়”,1
"করেছিল।
সুফ্ইয়ান",1
তালোয়ার,1
খাটিয়েছিলেন।,1
আশংকায়’,1
"হয়েছে।
রাবী",1
ইয়াযীদ!,1
নুবূয়াতপ্রাপ্ত,1
সময়ের।এখনো,1
(গায়ের),1
সন্ধ্যায়ই,1
"করেছেন।
বুকায়র",1
শিখেয়ে,1
কাটায়,1
চিরনিদ্রায়,1
ওয়াজ্জাহ্তু,1
মু’আবিয়ায়,1
কসওয়া,1
জামানায়,1
হওয়ারই”,1
আওযায়ীকে,1
আনন্দদায়ক।,1
ছড়িয়েছে,1
‘কালো-সাদায়,1
বর্ণিতঃ‘উমায়র,1
‘আম্বিয়া’,1
সায়ফকে,1
নিথ্যায়,1
(মোতায়েন),1
শায়খদের,1
(মেয়ে,1
হয়েছ;,1
"হয়।
আনাস",1
ময়দানের),1
‘শুআয়ব,1
যয়নবের,1
শায়বানীর,1
বর্নণানুযায়ী,1
জারওয়াল,1
অতিথিপরায়ণের,1
"নয়।”
শু’বাহ্‌",1
আওয়ানাহ্‌-এর,1
মায়সারার,1
দিয়েছেন।তিনি,1
তায়ইয়্যাহ-এর,1
ও’য়াদাও,1
নয়।[মুসলিম,1
আত্তাহিয়্যাতুত্,1
উমাইয়াহ্কে,1
সফিয়া,1
ইয়া’ফুর,1
"নয়।
ইবনু",1
ইয়াগ্‌ফিরুয্‌,1
আশ্জায়ী,1
মুআওব্বিযাতায়ন,1
বড়টি-(আম্বিয়াঃ,1
বাইয়্যাত,1
দায়িত্ব।-,1
"আয়াতটি,",1
নিয়মকানুন,1
ছায়াপাত,1
(বায়’আতের,1
তুওয়াইত।,1
হৃদয়-মনে,1
দয়ালূ।,1
চর্বিওয়ালা,1
পয়গম্বরগণ,1
তাকিয়েও,1
আদর্শস্থানীয়।,1
কুরায়শগণ!,1
যুল-হুলায়ফাহ’র,1
দণ্ডনীয়,1
রুয়াইবাহ্‌,1
ভয়ানক।এখনো,1
নিয়মতান্ত্রিকতায়,1
তাকৎওয়ালাকেও,1
নয়খানা,1
বর্ণিতঃ‘কুদায়দ’,1
"দিয়াছ,",1
ধীরগামিতায়,1
ওয়াদির,1
"চাটায়।
...",1
ইয়ামানকে,1
(পূর্বাবস্থায়),1
কমায়,1
খাদ্য-পানীয়,1
নয়I,1
ওয়াসীলার,1
"আয়ু,",1
ফিরিয়েছিলেন।এখনো,1
"৩৩:৫)।
শায়খ",1
ন্যায়;,1
"লাবণ্যময়,",1
উত্তরাঞ্চলীয়,1
যুবায়েরই,1
বুয়ায়দাহ্,1
‘ভয়,1
রয়েছে-এ,1
কুফায়।,1
(সওয়াব)।এখনো,1
ফতওয়া,1
পছন্দনীয়টি,1
লি'আনকারীদ্বয়কে,1
ওয়াহ্শী?,1
খতা-ইয়া-ইয়া,1
বয়োজ্যেষ্ঠরা।,1
ওয়ারিশগণ,1
‘আয়িশা(রাঃ)-এর,1
"জড়িয়ে,",1
দিয়া-রি,1
মদ্যপায়ীও,1
সায়্যার,1
পাঠিয়েছো,1
দিয়েছিলেন?এখনো,1
সাফিয়্যাহ!,1
“বায়দা”,1
বিধায়),1
(ওয়াক্তের),1
ওয়ালীদ।,1
খেয়েছো,1
মুকাবালায়।,1
দিয়েছেন’-,1
মায়া-মমতা,1
বয়সে।,1
রয়েছে)-(সূরাহ,1
‘মারিয়া’,1
রুবায়্যি’,1
"আকওয়া’,",1
"বিনিময়ে।
ইবনু",1
(কতিপয়,1
"বসিয়েছে?
তারা",1
দাঁড়িয়েছিল।(আধুনিক,1
(হাতিয়ার,1
মদিনাহ্‌য়,1
"উঠিয়েছে,",1
তুফায়ল।,1
“ইয়ামানবাসীগণ,1
আন্‌সারীয়াহ,1
পেয়েই,1
আয়াতেতোমরা,1
উকীয়ার,1
ওয়াক্বাওলুকাল,1
বিষয়-সম্পত্তি,1
"পড়ত।
লায়স-এর",1
আওয়ানী’,1
বর্ণিতঃসুহায়ল(রহঃ)-,1
‘আস্‌ওয়াদ,1
খিয়ানতকারী।এখনো,1
দিয়েছিল”-,1
ন্যায়”,1
দোয়াত),1
নখরওয়ালা,1
হয়েছে-বললেন!,1
এলাকায়।(আধুনিক,1
ওয়াসিলায়,1
বুশায়রও,1
"ওয়াসাল্লাম),",1
আয়াতসমূহে,1
বাধিয়ে,1
নিয়ামাতরাশির,1
জুবায়ির,1
‘উবায়দুল্লাহ্‌-এর,1
বেলায়?,1
ঝটকায়,1
দেওয়ালটি,1
হয়নি”-(সুরা,1
'ইয়া',1
ধুইয়ে,1
(বিজয়ীর,1
জায়গায়?,1
সংশয়করছি।,1
দিয়েছিলে।(আধুনিক,1
"সময়ে,",1
ইয়াকুন,1
পাকিয়েছি।,1
নিকটাত্মীয়দেরকে,1
আবওয়াহ,1
ভয়াল,1
(ওয়াহীর),1
দু'ওয়াক্ত,1
কিয়ামুল্‌,1
রিওয়ায়াতকৃত,1
কিয়াস-যা,1
কব্জিদ্বয়,1
যায়”-(সূরাহ,1
"হয়।
তারপর",1
আহ্ওয়াস-এর,1
"ওয়াস্তে,",1
সালায়মের,1
দায়িত্বশীলদের,1
বিজয়ও,1
প্রয়োজনীয়,1
ডোরাওয়ালা,1
অলঙ্ঘনীয়,1
আটকিয়েই,1
ওঠায়।(আধুনিক,1
কবিতায়),1
নিকট-আত্মীয়দেরকে,1
চেয়েছে।,1
পলায়নরত,1
সুমাইয়্যার,1
"অংশকে।
যায়দ",1
প্রিয়তম।,1
ওয়াররাদ,1
মু’আওয়ামাহ্‌।,1
মুযদালাফায়,1
বর্ণিতঃ‘উয়াইমির,1
সওয়াবযুক্ত,1
ইয়ামেনের,1
‘আয়ির,1
'উমাইয়াহ,1
এমতাবস্থায়ই,1
বাঁয়ের,1
ওয়াতবাহ,1
"চেয়েছেন।[৫৮২৯,",1
"দেখিয়েছেন,
তাই",1
সুখায়র,1
পাঠিয়েছেন”?,1
ওয়াহদিনী,1
হত্যায়,1
সদাকাহ-খয়রাত,1
হয়।‘আয়িশাহ,1
তাওয়াফ।,1
উমাইয়াহ্‌),1
গাদায়,1
আয়াতটুকুও,1
রুফাইয়’,1
অসহায়ত্ব,1
নিয়েছিল”,1
"(রাঃ)।
যুহায়র",1
জুবায়রকে,1
"মুসায়্যাব,",1
"৪৪৪৪)
যুহায়র",1
জুহফায়,1
“ইয়ার্হামুকাল্ল-হ”,1
“খাওয়া,1
সময়টুকুই,1
খুওয়াইলিদকে,1
হয়েছিলো),1
"নিতেন।
‘আয়িশা",1
কুও্ওয়াতা,1
.........ওয়াল,1
(তায়াম্মুমের,1
কোথায়”?,1
(ধোঁয়া),1
কূয়াটি,1
নেতৃস্হায়ী,1
সাইয়্যিআহা-লা-,1
দেয়েছেন।এখনো,1
শোয়ালেন।,1
প্রশান্তিদায়ক।,1
সুয়ারদ,1
আশজা‘য়ী,1
আয়ত্ত্ব,1
ক্বায়স(রাঃ)-কে,1
দেয়’,1
রাবিয়াকে,1
কায়েমের,1
আত্নীয়স্বজন,1
আওওয়ালুহু,1
হারূরিয়্যাহ,1
(বিক্রয়কৃত),1
"(‘আয়িশাহ),",1
শায়আম্‌,1
সমন্বয়ে,1
ক্বায়স(রাঃ)],1
ন্যায়সঙ্গত।,1
তাওয়াফরত,1
কুলায়বী,1
বিষাক্ততায়)।,1
ইয়া’কুব।,1
চায়)?,1
হয়ঃএখনো,1
ওয়াইলের,1
আকওয়াহ,1
মুতয়িম),1
লি’য়ানকারী,1
গায়িকাও,1
আইয়্যাস,1
(কুরায়ব),1
"৯/৩৪)
মু‘আবিয়াহ",1
তুফায়ল!,1
‘ওয়ালা”,1
(খুত্‌বায়),1
(ইয়ারহামুকাল্লাহু,1
"চার।
‘আয়িশা",1
যেয়োনা।,1
সঞ্চয়’।,1
সওয়ারীগুলোর,1
"আছি।
‘আয়িশা",1
ওয়াক্তসমূহ।,1
আসলামিয়া,1
তাড়াহুড়ায়,1
সুবায়’আহ্‌,1
এমনসময়,1
সাইয়াদ-এর,1
(সন্ধ্যায়),1
উবাইয়ের,1
[ওয়াসী,1
পাঠীয়েছি।,1
কমনীয়তার,1
মু’য়াইত,1
জাকারিয়া,1
সুমাইয়্যাহ্,1
'আলায়কা,1
“আত্তাহিয়্যাতু”,1
“উয়াইনাহ,1
বিজয়কালের,1
(যায়দকে),1
(ভয়ংকর,1
(সংখ্যায়),1
ইরওয়া্উল,1
(কিয়দংশে),1
বর্ণিতঃইয়া’লা,1
সমূদয়ের,1
ইয়া’ফূর,1
সময়)।,1
আ‘ওয়ার,1
জয়নাব,1
তায়ালার,1
জুমু’আহ্‌য়,1
জয়যুক্ত,1
হিদা-ইয়াতাকাত্‌,1
"সূর্যোদয়,",1
‘মুয়াত্তা’,1
নিরাশ্রয়,1
ন্যায়।),1
বিছিয়ে),1
‘ঈসায়ী,1
মাওয়ানের,1
কুরায়শকে,1
ওয়াক্‌ফকারী,1
(দয়াদ্র,1
"জুরায়জ,",1
পায়?),1
ইয়াহইয়াহ,1
কাসীরা-ওয়া,1
দেয়”-(সূরাহ্,1
হয়েছো-,1
নিয়েছিলেন?,1
কর্মবিধায়ক।,1
(ইয়ামানী),1
চেয়েছিলে।,1
নয়টিতে,1
গণনায়),1
ফুহাইয়া,1
শোননি।‘আয়িশাহ,1
পরাগায়ণ,1
শায়বাহ),1
দু'য়ের,1
বর্ণিতঃকুরায়শগণ,1
ডায়রিয়ার,1
খয়রাহা-,1
"(১৬৯)
নু’আয়ম",1
মুয়াওবিযাত,1
আ’ওয়ার,1
বর্ণিতঃকয়েকজন,1
দুঃখময়,1
"চোখওয়ালা,",1
অবস্হায়),1
হুওয়াইরিসের,1
"খেয়েছি,",1
'আহ্‌ওয়ায',1
"হয়েছেঃ
১.",1
হুশায়মের,1
উঠিয়েছেন।,1
সায়িবকে,1
অনু্যায়ী,1
সর্বদায়,1
জারিয়ার,1
কিসরাওয়ানী,1
(উমাইয়াহ),1
হালকায়,1
সম্প্রদায়”!,1
রেখাওয়ালা,1
আয়াতটি-فَمَا,1
গামিদীয়,1
(মালায়িকাহ্‌),1
"ভাষায়,",1
তিলাওয়াতও,1
ছায়াতলে।,1
নিবেদিত।‘আয়িশাহ,1
ফুলায়হ্-এর,1
হায়যুম,1
‘উমাইয়্যাহ্‌,1
লাগিয়েছেন?,1
হুদায়বিয়াতে,1
নয়নপ্রীতিকর,1
উভয়টাই।,1
ঝুলিয়েও,1
হুলওয়ানীর,1
প্রাচুর্যময়,1
(পুণরায়),1
(বিজয়ের,1
আকওয়া‘র,1
দা’ওয়াত।,1
"চাপায়,",1
"পায়।
দ্বিতীয়",1
আওয়াজও,1
সুনায়ন,1
"দয়ালু,",1
"নিরাময়কারী,",1
জুরায়য,1
খুশবুওয়ালার,1
বিজয়াভিযানে,1
হুরায়রা্(রাঃ)!,1
তিলায়াত,1
(শাও্‌ওয়ালের),1
কুনিয়াত),1
দিয়েছিলেন?”,1
দয়িত্ব,1
"সাজিয়েছেন,",1
"দিয়েছে।
আমার",1
"বয়োবৃদ্ধ,",1
মাড়িয়ে,1
আতিয়্যার,1
‘খিওয়ান’,1
তাইয়্যাহ্‌),1
"নিয়েছিল,",1
পৌছিয়েছেন”।,1
জানওয়ার,1
দিয়েছি?’এখনো,1
পাঠিয়েছিল।,1
ফিৎনায়,1
হুরায়রা্-এর,1
"সম্প্রদায়ের,",1
"তায়মী,",1
(পাঠিয়ে,1
যায়”।,1
"স্বগোত্রীয়রা,",1
তওয়াফে,1
"পাকায়,",1
‘উবায়দকে,1
নিয়ামতগুলো,1
“ইয়াহাব”,1
ওয়াসাকই,1
মারওয়াহর,1
প্রিয়তর।এখনো,1
ইয়াকূবের,1
রুবাইয়্যি-এর,1
‘সানিয়াতুল,1
বর্ণিতঃআরওয়া,1
পাওয়ালা,1
ঊকীয়্যাহ্‌),1
রয়েছেন।”,1
(আইয়ুব),1
ওয়ার্‌রাদকে,1
মু’‘আবিয়াহ,1
সঞ্চয়ও,1
"হাঁকিয়ে,",1
বিষয়োপরি,1
হুজায়ফাহ্‌,1
বায়াতের,1
ভয়ে;,1
লি‘আনকারীদ্বয়ের,1
ইয়ামানে।,1
ভয়ার্ত,1
ঈলিয়ার,1
‘নাজওয়া,1
(শায়ত্বনরা),1
গোছাওয়ালা,1
হিম্‌ইয়ারিয়্যাহ্‌,1
নোয়াতে,1
ওয়ায-নসীহত,1
‘উফায়র-এর,1
হুরায়রা।,1
সদাকাহ্-খয়রাত,1
"খণ্ড)
(আরবী)
ইয়াযীদ",1
(সোয়াদ,1
নিষ্প্রায়োজন।,1
বিষয়গুলো।,1
সম্মানীয়।”,1
‘আয়র’,1
"করত।
ওয়াকী’",1
যাক্ওয়ানের,1
ধরিয়ে,1
"হওয়া;
২.",1
বর্ণিতঃমিসওয়ার,1
"৪৪৩৫)
ইয়াযীদ",1
হাদ্‌ইয়্যাহ্‌,1
‘আম্বিয়াহ,1
পাহারদ্বয়ের,1
"সম্পদ।
লায়স",1
তায়িফবাসীকে,1
"(পরাজয়),",1
পাদ্বয়ের,1
দিয়েছিলো’,1
আত্মীয়-স্বজনরা,1
স্বল্পস্থায়ী,1
গলায়’,1
শেষ-তৃতীয়াংশ,1
আয়ায্,1
ফিদয়ার,1
(রাস্তায়),1
পিছলিয়ে,1
চাটাইয়ের।,1
বিষয়গুলি,1
দেউলিয়াপনা,1
সাথীদ্বয়ের,1
দেহকায়,1
‘রাওযায়ে,1
যায়িদার,1
দরিয়ার,1
