bn_words_of_interest,frequency_count
করায়।-তাফসীরে,1
ঘোড়ায়,1
নীরবতায়,1
হয়েছে?কুরআনের,1
নয়)তাফসীরে,1
হৃদয়ের)?,1
বিষয়’।,1
পেয়েছিল-তাফসীরে,1
বিষয়ে;,1
অসহায়।,1
দিয়েছে।’’,1
পরিচয়ও,1
"(শয়তানকে,",1
দারোয়ানদেরকে,1
(ইয়াকুব),1
একঘেয়েমি,1
হয়তোবা,1
হয়েছতাফসীরে,1
ছাড়িয়েও,1
"কিয়ামকারী,",1
হৃদয়ও,1
পলায়নও,1
"আবিদ্দুনয়্যা,",1
ফিরিশতাদ্বয়কে,1
লালসায়[3],1
ক্ষমাপরায়ণ।[3][1],1
(ইল্লিয়্যীন),1
বানায়।[3],1
অনুগ্রহপরায়ণ।,1
পর্বতমালায়।,1
হয়েছিল(৩)।,1
আওলিয়া।,1
সহায়ক।[3],1
ওয়াহীতে),1
"দৌড়ায়,",1
দিয়েছিলাম।[1],1
মেঘমালায়,1
(অভিনয়ছলে),1
ওয়াদা-অঙ্গীকারের।,1
আল-ওয়াকি’আঃ,1
সরিয়েছেন,1
"অন্যায়-অনাচার,",1
অপয়া,1
এখতিয়ার),1
হয়েছে’-এর,1
"সম্প্রদায়,-তাফসীরে",1
কিয়দংশকে,1
জানোয়ারও,1
নয়(১)।,1
"দয়া-দাক্ষিণ্য,",1
আওয়ায।,1
করিয়েছিলেন।,1
যয়নাবের),1
‘শান্তিময়’,1
পাড়িয়েছি,1
ইয়াহুদীই;,1
"ভয়ানক,",1
রহস্যময়,1
শির্কীয়,1
ইয়াকুবের,1
(চায়),1
প্রয়োজন;,1
খাটায়,1
খামখেয়ালী।,1
ইলয়াসকে।,1
অঙ্কুরোদয়কারী!,1
বিরোধিতায়।[4],1
কল্যাণময়!,1
নয়?[2],1
উলুহিয়্যার,1
কিয়ামত-কোর্ট),1
হাওয়া[2],1
মাত্রায়।,1
আনয়নকারিনী,1
সময়গুলোর,1
দেওয়ারই,1
আল্লাহ্য়,1
আসিয়া।’’,1
যাঞ্চায়,1
উলূহিয়্যায়’,1
ফিদ্দুনয়া,1
স্থায়িত্ব।,1
অশ্লীলতায়;,1
"বিপর্যয়,",1
দয়ার্দ্র।[1],1
চয়নে,1
(চাওয়া,1
ভয়কারীদের,1
ব্যয়কারী।,1
"নিয়ন্ত্রক,",1
খুলিয়ে,1
ওয়াদাকে,1
হয়েছে।﴿لَوْ,1
হয়েছে।[1][1],1
নয়নপ্রীতিকর,1
বেড়ায়),1
বিপর্যয়।,1
"বিনয়কারী,",1
দিয়েছি)ও,1
হয়ে(৩),1
বিজয়ে)র,1
(ক্রিয়াপদের),1
লাগায়নি।,1
‘ক্রয়-বিক্রয়,1
দৃঢ়প্রত্যয়,1
দেখিয়েও,1
সেজদা্য়,1
দিয়েছিল[2],1
আয়াদেরকে,1
"জমি-জায়গা,",1
(ইয়া)-কে,1
"বিতর্ক-প্রিয়,",1
‘মাদায়েনে,1
বিচিত্রময়তা,1
হয়েছিল?’তাফসীরে,1
দু’তৃতীয়াংশ,1
"দেওয়ার,",1
(অপ্রিয়)এর,1
দায়িত্বতো,1
বিজয়।[1],1
শায়িত।,1
নিয়ন্ত্রিত),1
সম্প্রদায়ও।-তাফসীরে,1
পায়ুমৈথুন)।তাফসীরে,1
বিষয়-সম্পত্তিকে,1
ক্বিয়ামতকে),1
হয়েছেন।[4],1
ভয়ংকর;,1
অসহায়কে,1
"দেওয়া),",1
"প্রশংসনীয়,",1
আয়াতটিকে,1
"‘আওয়াল’,",1
কায়েস,1
(মায়া-মমতা),1
(ওয়াহীকৃত),1
ইয়াফেসের,1
সময়-সুযোগও,1
বুঝিয়েছেন।’,1
"‘নিশ্চয়ই,",1
জায়গাগুলোকে,1
"ভাগিনেয়ীগণ,",1
অন্যায়-অশ্লীলতা,1
মা’ওয়া’,1
হয়েছিল;-তাফসীরে,1
দয়াশীল।[1],1
ঘটিয়েছে!,1
সময়।[5],1
শারীয়াতের,1
"হয়েছে,{وَلَقَدِ",1
‘আওয়াজ’,1
খাওয়াবো,1
উপায়-উপকরণ[1],1
যায়তুনের,1
হাঁকিয়ে-ডাকিয়ে-তাড়িয়ে,1
নেক-নিয়ত,1
(অসহায়),1
দয়ামায়া।,1
শরীয়তরূপে,1
হয়নি),1
হওয়া।(গ),1
দুনিয়ায়ও,1
হয়নি?[1],1
গতিময়,1
সম্প্রদায়কেও;,1
কর্মবিধায়ক’!,1
(পূর্বাবস্থায়,1
‘‘দাঁড়িয়ে,1
খাওয়া।[2],1
‘‘দুনিয়ার,1
(অর্ধনগ্নাবস্থায়),1
বিষয়গুলিতে,1
ইয়াকূবকে।,1
"ওয়াকেফহাল,",1
রয়েছে।1],1
স্থুলকায়,1
"শুষ্কাবস্থায়,",1
দেওয়াতেই,1
মালকানিয়া,1
দুনিয়াব্যাপী,1
নেয়;-তাফসীরে,1
দাওয়াত-তাবলীগের,1
চেয়েছেন?’’,1
‘মুর্জিয়া’,1
ক্বাইয়্যেম,1
"মঙ্গলময়,",1
চেয়েছো,1
দায়িত্ব।(১),1
'হায়,1
প্রতিরক্ষায়,1
উদায়াচল,1
আল-য়্যাসা’তে,1
অপছন্দনীয়!,1
নিয়ন্ত্রণকারী।,1
বৈধ।আবিসিনিয়ার,1
তাক্বওয়াহ,1
উদয়কালে,1
কোটায়,1
এখতিয়ারও,1
(সর্ববিষয়ে),1
হা’বিয়াহ।,1
প্রভাব-প্রতিক্রিয়াকে,1
‘হাওয়া’,1
মাদায়েনবাসী,1
হয়েছিল।)তাফসীরে,1
গণনানুযায়ী,1
আত্মীয়-স্বজনকে।,1
ক্বা‘বায়,1
বুঝিয়েছি।,1
সহীহায়নে,1
পেয়ে),1
‘আসমায়ে,1
বা‘য়ালকে,1
হয়েছে{وَلاَ,1
আরমিয়া,1
দাওয়াত।[2],1
ক্রিয়াপদ।,1
দুগ্ধদায়িনী,1
পিয়ালার,1
কর্মানুযায়ী।[1],1
নেয়[3],1
জানোয়ারকেও,1
উপায়কেই,1
হয়।(৪)(১),1
ইয়ামীন),1
জানোয়ার;,1
পিছলিয়ে,1
ইয়াহুদীদেরই,1
টাকায়,1
সুফিয়ানও,1
"দিয়েছিলেন,[3]",1
এলাকায়।[2],1
আয়নায়,1
দান্ডায়মান,1
খাওয়া-দাওয়া,1
(সম্প্রদায়)।[1][1],1
কিয়দংশে,1
সুফইয়ানের,1
নেয়া”,1
বেলায়াতের,1
"পৃষ্ঠায়,",1
হানাফিয়্যাহ,1
যাওয়ারই,1
"নেওয়ায’,",1
করুণাময়?[1],1
ছাপিয়ে,1
দিয়ে।তাফসীরে,1
‘পয়গাম’-এর,1
‘দিরইয়্যাহ’র,1
ছোঁয়ায়,1
স্বাবেয়ীদের,1
সম্প্রদায়ই,1
(ভাইয়েরা),1
বিনয়-নম্র।,1
রাদিয়াল্লহু,1
আয়াতসমূহ;,1
"বজায়,",1
কুখেয়ালগুলোকে,1
"শাওয়াল,",1
ভাবায়,1
"সত্যপরায়ণ,",1
প্রিয়।’[1],1
পদচারণায়,1
হয়;[2],1
পেয়েছিলেন।তাফসীরে,1
নয়।’[3][1],1
বয়োঃবৃদ্ধ,1
প্রয়োজনমত,1
"সৎকর্মপরায়ণগণই,",1
"নেয়ামতরাজি,",1
ঘটায়।[1],1
বয়ঃপ্রাপ্তির,1
শৃঙ্গায়,1
যায়[3],1
"নিয়ম,",1
পররাষ্ট্রীয়,1
হয়েছিল।[3][1],1
বিজয়ীকে,1
বিশালাকায়,1
পাঠিয়েছিলাম(১);,1
সুনিয়ন্ত্রিতভাবে,1
কষ্টদায়ক।,1
নয়)?[1],1
মারইয়ামের),1
শয়তান;,1
হয়েছে)।তাফসীরে,1
কয়লা।,1
জাহেলিয়্যাতের,1
"হয়ও,",1
বানিয়ো,1
‘খিয়ারে,1
হাওয়াশীর,1
"দায়িত্বে,",1
তলিয়ে,1
"হয়েছে,{فَاعْبُدِ",1
পছন্দনীয়),1
দায়ভার,1
আনায়নকারীদের,1
হয়।’[2][1],1
(নেতৃস্থানীয়,1
তদসমুদয়ের,1
শয়ত্বানরাই,1
"বেলায়,",1
তরবিয়তী,1
রাজয়ী;,1
ইয়াউক,1
নিয়েছেন;[1],1
"পর্যায়,",1
দিয়েছিলেন),1
"শ্রেয়,[1]",1
নয়[2],1
বিনিময়ে।’’,1
প্রণয়সূত্রে,1
ইয়াযীদের,1
দায়িত্বশীল।[1],1
কিতাবিয়া,1
জায়তুন,1
ওষ্ঠদ্বয়?,1
অধ্যায়)মানুষের,1
বে-পরওয়া।,1
কয়েকভাবে,1
"বাহাইয়াহ,",1
দেয়।[সাজদাহ],1
ইয়াহয়া,1
চেহারায়।[2][1],1
প্রয়োজনবোধ,1
বানিয়েছে’।,1
"সম্প্রদায়,[1]",1
(সেবায়),1
ডুবায়,1
সবসময়ের,1
(দায়ী),1
জুরায়েজ,1
দুনিয়াবাসীদের,1
দেওয়াটাও,1
নয়।।,1
টীকায়।)[3],1
আশ্রয়),1
ন্যায়নিষ্ঠার,1
না-জায়েয।,1
কিতাবওয়ালাদের,1
যায়?),1
নিয়েছি।-তাফসীরে,1
আত্মীয়তাই,1
এখতিয়ারভুক্ত।[5],1
‘যায়তুন’,1
দুনিয়ায়ই,1
দ্বিতীয়টিও,1
স্বচ্ছন্দময়,1
‘শয়তানের,1
‘রা‘য়েনা’,1
‘আয়কা’বাসীরাওতো,1
(ওয়ারেস),1
হৃদয়গ্রাহী,1
"জ্ঞানায়ত্ত,",1
লাভদায়ক?,1
অগ্রনায়কদের,1
সত্যাশ্রয়ীদেরকে,1
উভয়ই[1],1
"সত্যায়ন,",1
"ইয়া‘কূব,",1
জাননে-ওয়ালাকে,1
"মুরজিয়াহ,",1
দিয়ে।[3],1
"তাইয়েবা,",1
ওয়ারিসকে,1
(গুহায়),1
যায়।[8],1
মিথ্যায়নকারীরা,1
নিয়ন্ত্রণাধীন।[1],1
আয়কার,1
"পঠনীয়,",1
হয়েছ?তাফসীরে,1
চায়না।,1
আয়াতকেও,1
"হয়েছে,{لِيَكُونَ",1
দিয়েছিলে।[4],1
আত্মীয়তাকে,1
"ছড়ায়,",1
চোখ-খুলে-দেয়া,1
"পৌঁছায়,",1
খেয়ালখুশীকে,1
খয়রাতী,1
নায়ক-নায়িকাও,1
‘হায়্যুন’এর,1
জানিয়ে।,1
‘ওয়াইল’-এরই,1
(মাথায়,1
ও‘য়াদাগুলি,1
গিরিগুহায়,1
নয়।[12],1
থোকায়),1
চিত্তস্থিরতায়,1
‘নিশ্চয়ই।,1
হয়েছে।مورود,1
রবূবিয়্যাত,1
খুয়াইলিদ।’’,1
দীপ্তিময়,1
ধারণানুযায়ী,1
দয়া-মায়ায়,1
দিয়েছিল।[1],1
ঘটিয়েছেন।,1
আত্মীয়কে।-তাফসীরে,1
সত্যপরায়ণ?,1
ক্ষণস্থায়ী;,1
ইয়াহুদীদল,1
পেয়েছেন।,1
গিয়েছি’।,1
উদয়স্থলসমূহের।,1
মদিরায়,1
জওয়াঁ,1
প্রিয়জন’।,1
মায়িদার,1
ক্ষয়-ক্ষতির,1
হয়েছে?[5],1
পেয়েছিল;,1
ফিদয়া-,1
"দেখিয়েছিলাম),",1
কয়েদখানা।,1
দেওয়ালস্বরূপ;,1
সহায়রূপে,1
(সওয়াব),1
"হয়েছে,{وَلَقَدْ",1
বাঁকিয়ে),1
দয়া;[1],1
হয়---’’,1
দেখিয়েছিলেন।[2],1
"প্রজ্ঞাময়,(১)",1
বুড়িয়ে,1
আসে-যায়!,1
নাসায়ী),1
যায়।[1][1],1
খেয়ে-পরে,1
(বিষয়াবলী),1
দ্বিতীয়।আরো,1
"অপেক্ষায়,[1]",1
ধারাবাহিকতায়,1
কারাসঙ্গীদ্বয়![1],1
যায়;[1],1
(প্রয়োজনীয়,1
এখতিয়ারে;,1
পাষাণ-হৃদয়।[1],1
নিরাময়।,1
"শোয়া,",1
কালায়িদ***,1
প্রয়োজনীয়তাও,1
সংশয়গ্রস্ত,1
‘মহিমময়,1
বিজয়?(১)(১),1
বিনিময়’,1
জাহিলিয়্যাতের,1
আশ্রয়দাতা!,1
বিভীষিকাময়,1
"ওয়াজেব,",1
বিচারীয়,1
হয়েছে;-তাফসীরে,1
মমতাময়,1
বৈমাত্রেয়),1
অবাধ্যতায়।,1
"পেয়েছেন,",1
বিশ্রামদায়ী।,1
পায়।(খ),1
রুবূবিয়্যাহর,1
‘রাহমানাদ্দুনিয়া,1
হয়ে।[1][1],1
অন্যায়-উৎপীড়ন,1
(ওয়াইল,1
শ্রেয়।’’,1
প্রিয়তমের,1
লক্ষণীয়।,1
কিয়ামাতই,1
(উভয়ের,1
(বিধেয়)।,1
চিরস্থায়ীও,1
মারয়ামঃ,1
চিকিৎসায়,1
সম্ভাবনায়,1
চাইবেয়(২),1
আয়ুষ্কালও,1
কুবরায়,1
বাস্তবতায়,1
"নেতৃস্থানীয়রা,",1
শুয়োরের,1
কলহপরায়ণ,1
প্রয়াসকে,1
পাঠিয়েছেন?’’,1
চিরস্থায়ী।’’,1
ভায়ে-ভায়ে,1
অহমিকায়,1
পাথেয়-সামগ্রীর,1
ঘুরায়,1
তরঙ্গমালায়,1
"(শিয়া),",1
দ্বিতীয়জন।,1
"সুওয়া,",1
"ইয়াসরিব,",1
ওয়াজেবের,1
রয়েছেঃ,1
সতেজতায়,1
"ইয়াহুদ,",1
"পায়),",1
তাকায়”,1
নেয়ায্,1
সালওয়া।,1
ফিৎনায়,1
প্রযুক্তিবিদ্যায়,1
খাওয়ায়।,1
তাবেয়ীনগণ,1
আবিসিনীয়,1
প্রয়াসও,1
নিয়েছেন?,1
ইয়া-সীন।,1
বিষয়গুলো।,1
ক্বাদরিয়ার,1
হাওয়ারিগণ,1
র্কমবিধায়ক।,1
হওয়া।[3],1
ছায়া[1],1
‘সংকটময়,1
(ইয়াহুদী-খ্রিষ্টানরা),1
সুনিশ্চয়তা,1
"সাফিয়্যা,",1
তাকীয়াহ্,1
(জয়ের),1
"পয়গাম,",1
(ইয়াহুদী),1
"সহীফায়,-তাফসীরে",1
পালনীয়),1
রয়েছে!-তাফসীরে,1
তায়েফবাসীর,1
নেওয়া)এর,1
প্রিয়পাত্র’,1
‘যাবতীয়,1
জোড়ায়)।,1
[গোপনীয়তার],1
পারোয়াই,1
(আনয়ন),1
সম্প্রদায়।’[2][1],1
জানায়’।,1
গজায়নি,1
শ্রেয়ত্বে,1
মোহনীয়,1
"সময়ে),",1
ফয়দা,1
দায়িত্ব।’[2][1],1
শয়তানদেরকেও।,1
"যুবায়ের,",1
হাত-ওয়ালা),1
(স্বীয়),1
মার্ইয়াম-এর,1
(ফিতনায়,1
য়্যাহয়্যা!,1
গায়ক-গায়িকা,1
হূদয়ের,1
নেওয়াকেই,1
(ইয়াহূদী),1
সময়সীমা),1
বেরোয়,1
ওসীদ্বয়কে,1
শয়তান(1),1
দিয়েছেন।[1],1
"নেয়,[1]",1
"চায়,[2]",1
বংশীয়দেরকে,1
আতিথেয়তা,1
ছায়াদার,1
আ’য়ন,1
পর্দায়,1
বায়যাবীর,1
আয়াতওঃ,1
কলুষতায়,1
কোথায়?[2],1
ইয়াহুদীগণ!,1
দাওয়াত।[3],1
খুতবায়,1
নয়জন,1
বিশ্ব-নিয়ন্ত্রণে,1
অবস্থায়।তাফসীরে,1
নি‘য়ামাতসমূহ,1
প্রজ্ঞাময়ও;,1
জোয়ার-ভাটার,1
"খাওয়ান,",1
গুটিয়ে),1
(যয়ীফ,1
ক্রমানুযায়ী,1
পঠিয়েছি,1
হয়?[1],1
"শয়তানসমূহকেও,-তাফসীরে",1
অবস্থায়’।তাফসীরে,1
মুন্তাহা’য়,1
পেয়েছিল।[4],1
"প্রায়,",1
"অতীন্দ্রীয়,",1
প্রয়োজনানুযায়ী,1
লুক্কায়িত)।,1
"ইয়াহূদীদেরকে,",1
"(ক্রিয়ামূল,",1
ফরিয়াদও,1
আয়ুস্কালও,1
বিয়ে-শাদীর,1
বিক্বায্বা-য়িকা,1
খেয়ানতকারী,1
হয়?-তাফসীরে,1
চায়?[1],1
বুঝিয়েছেন।তাফসীরে,1
পেয়েই,1
দায়িত্ব?-তাফসীরে,1
সময়-সুযোগে,1
"তীক্ষ্ণতায়,",1
শোনায়।,1
আপ্যায়ন।’-তাফসীরে,1
মীর্যাইয়াহ,1
হয়।’-তাফসীরে,1
নিরুপায়।,1
ইয়াকুববের,1
কা‘বায়,1
আকাংখায়,1
(ন্যায়-বিচার,1
সাময়িকের,1
কয়জন,1
"চেয়ে,",1
তাবেয়ীগণও,1
ইয়ারমূকের,1
"যায়তূন,",1
বদমায়েশির,1
"যায়তুন,",1
(ক্রিয়ামূলের,1
দীর্ঘস্থায়ী’-এর,1
ওয়াজেব।নিম্নে,1
মুষ্টিমেয়,1
পাঠিয়েছি;,1
বানিয়েছেন’।,1
কিয়ামতেরও,1
শরীয়তপ্রাপ্ত,1
আয়াত্তে,1
"নয়।""",1
সীমারেখায়,1
দেখায়?,1
"ইয়াসা‘,",1
করুণায়;,1
(উঠিয়ে,1
চাওয়াও,1
দেওয়া।[1],1
(তাওরিয়া,1
(ক্রিয়ামূল)।,1
ওয়াছীলার,1
স্পম্প্রদায়,1
হারায়।[1],1
দয়ালুগণের,1
হওয়া;,1
গির্জায়,1
আয়ুষ্কালে,1
হওয়াতেও,1
চিরস্থায়িতত্ত্ব,1
আশ্রয়প্রার্থীদের,1
ই‘য়াকুবের,1
সহায়-সম্বল।তাফসীরে,1
লেখায়।,1
হয়েছে—আমরা,1
খাওয়াতেন।,1
(ক্রয়-বিক্রয়ের,1
প্রচেষ্টায়),1
শ্রেয়।[1][1],1
কেটে-শুকিয়ে,1
(দাওয়াত),1
ভয়হীন,1
কয়টিই,1
লাগায়না)।,1
নাদ্ওয়া’য়,1
অজানায়,1
হয়(২),1
"নিয়ন্ত্রণাধীন,[2]",1
পরাজয়ী?[3],1
ওসিয়তকালে,1
রয়েছে।)তাফসীরে,1
শয়ত্বান;,1
তত্ত্বাবধায়কগণ;,1
ফতওয়া,1
কুটোয়,1
প্রয়োজনসমূহও,1
যায়)।[4],1
ওয়াকফ।,1
ইউরোপীয়,1
দিয়েছি;[2],1
কারণবিষয়ক,1
দলদ্বয়ের,1
পর্যায়ের।,1
শরীয়ত-নির্ধারিত,1
কয়েকজনকে,1
গিয়েছিল।[1],1
সুকৌশলময়,1
নীনাওয়া,1
শুকরিয়ার,1
পালায়।,1
অভিপ্রায়ের,1
উপাসনায়[3],1
ব্যয়বহুল,1
"খাটিয়েছে,",1
মাশায়েখও,1
বিশদভাষায়,1
চিরস্থায়ী[2],1
নিয়েছিলেন।[2],1
তৎসমূদয়কে,1
হয়েছিল।)[4],1
ও‘য়াদাও,1
"দেখিয়েছিল,",1
বিজয়লাভে,1
নিয়ামতসমূহ;,1
নিরতিশয়,1
কয়েকজনই।,1
"বিষয়-বিরাগ,",1
আড্ডায়,1
বারাকাতময়।,1
আয়ুও,1
কর্মবিধায়ক!’,1
প্রাণ-প্রিয়,1
ফয়সালা।,1
দয়াপ্রদর্শনের,1
হয়েছে(১)।,1
নায়নূল,1
গোয়েন্দাগিরী,1
(মারইয়ামের,1
সওয়াব;,1
(ন্যায়-নীতি);[1],1
মর্মানুযায়ী,1
জীবনধারায়,1
বয়ানসমূহ,1
তৃতীয়জন’।,1
হয়েছে।{فَلَمْ,1
হয়[5],1
আয়াত)হাদীসে,1
উমরায়,1
"হয়েছে,[2]",1
সময়ে-,1
করুণাময়।তাফসীরে,1
বিষয়।-তাফসীরে,1
বুঝিয়ে),1
"অন্তরায়,",1
ব্যয়কুণ্ঠ,1
হয়।।,1
তক্তায়,1
বাক্-বিতন্ডায়,1
ভয়প্রদর্শনকারীদেরকে,1
‘সম্প্রদায়’,1
ছয়মাস,1
দান-খয়রাতকে,1
ব্যথায়,1
দায়-দায়িত্ব,1
দেয়[1],1
কুরায়শ!),1
"পাঠিয়ে,",1
পেচিয়ে,1
(মিনায়),1
ঘটিয়েছিল![2],1
ওয়াসীয়াতের,1
আশ্রয়কেও,1
আপ্যায়নস্বরূপ।,1
(ইথিউপিয়া),1
অন্যায়।)[3],1
(ক্বিয়ামতের),1
জায়গাই,1
যথাসময়েই,1
(আকসায়),1
ছিনিয়েও,1
ডোবায়,1
বিষয়টার,1
"বিছিয়েছি,",1
ইয়াহুদীরাও;,1
হৃদয়সমূহে,1
দমিয়ে,1
(ইয়া’জূজ,1
যাওয়াঃ,1
দয়াবান।’[1],1
"আয়াতগুলো,",1
"অন্যায়),",1
দেয়![2],1
আওয়াজ’।,1
করায়),1
ফুসলিয়ে,1
(জয়-পরাজয়ের),1
সালওয়া’র,1
এখতিয়ারভুক্ত।[1],1
"নমনীয়তা,",1
মেয়েরা),1
পাঠিয়েছেন?-তাফসীরে,1
পরম্পরায়।,1
(ময়দানে),1
সময়-কাল।,1
পাথেয়।[3],1
চাতুরীতায়,1
উপায়-উপকরণসমূহ,1
চেয়েছেন’।,1
উপায়)।,1
টিকায়,1
প্রেমময়।’-তাফসীরে,1
(মাদয়ান),1
আশ্রয়স্থলে,1
হৃদয়ের।,1
বানিয়েছেন।[2],1
‘নাসত্বুরিয়্যাহ’,1
তৃতীয়জন।,1
ধর্ম/সম্প্রদায়,1
ত্বাইয়েব,1
ছুঁয়ে,1
কুয়াটি,1
লাগায়।,1
চায়।(১)(১),1
"আত্মীয়-স্বজনকে,",1
চিরনিদ্রায়,1
ক্বিবত্বিয়ার),1
নিয়েছে?[1],1
কাটায়,1
ভাগ্য-বিপর্যয়,1
প্রজ্ঞাময়।’[1][1],1
বিষয়টাও,1
উপাসনালয়(২),1
‘‘ইয়াহুদী,1
কেন্দ্রীয়-মর্যাদাসম্পন্ন,1
উভয়েই।,1
দর্শিয়ে,1
বায়ত’।,1
"স্বস্তিদায়ক,",1
হওয়া।[5],1
কিফায়াহ’।,1
স্বামীদ্বয়ের,1
চামড়ায়,1
হৃদয়-মনে,1
রিয়াকারী,1
উপাসনালয়।,1
আহওয়াযী)[3],1
"আসিয়া,",1
"সমবয়স্কা,",1
পাতায়।,1
বিষয়সমূহকে,1
জায়গা)-কে,1
বিধেয়।[1],1
"মাদইয়ান,",1
(ইয়াহুদ),1
মধ্যপন্থায়,1
"হাত-ওয়ালা,",1
(যায়নাবের),1
ছিয়েছিলাম।,1
বিষয়-বস্তুর,1
বুঝিয়েছিল।[2],1
রয়েছে)।[2],1
"শুনিয়েছ,",1
বার্তায়।,1
কিয়ামার,1
ফয়সালাই,1
দয়াময়!’’তাফসীরে,1
ন্যায়সংগত,1
আশায়;,1
ডগায়,1
শুধরিয়ে,1
দেয়নি।[2],1
ইয়াঊ’ক,1
"আত্মীয়কে,",1
যায়?[1],1
"অন্যায়ভাবে,",1
আল-আসলামিয়্যাহ,1
(শরীয়ত-বিরোধী),1
হয়েছে;(يَا,1
(জ্যোতির্ময়,1
দ্বিতীয়বার?,1
কব্জায়,1
বিজয়[4][1],1
"ভালবাসায়,",1
(আত্মীয়-স্বজন),1
(বায়তুল্লার),1
(অপব্যয়ে)ও,1
দিয়েছিল।তাফসীরে,1
নিয়ামত;,1
শায়ত্বনের),1
হয়েছে।[6],1
হয়েছে।(খ),1
হয়েছিল;[1],1
দুঃসময়ে,1
‘লেওয়াত্বাত’,1
খায়-পান,1
নিয়ে;,1
আয়াতসমূহও,1
যিয়ারাহও,1
দ্বিতীয়বারে,1
জুবায়েরের,1
মদিনায়,1
সময়-কাল),1
"করিয়েছেন,",1
দিয়েছেন।যাদের,1
(দিয়েছিলাম),1
"হয়।(মুসলিম,",1
দিয়েছেন(১),1
সম্প্রদায়!’,1
মক্কায়।,1
"নিকটাত্মীয়গণকে,",1
বিকিয়ে,1
যাওয়া-আসার,1
নিয়েছেন।[4],1
মাদইয়ানবাসীরা।,1
মার্ইয়াম-তনয়,1
পৃথকতায়,1
মেয়াদ।তাফসীরে,1
প্রিয়)।,1
(বিয়ের,1
দয়াবানরূপে,1
কিয়ামাহ)তাফসীরে,1
ওয়ারেসীনদের,1
আদায়কারীদেরকে,1
সম্পর্কীয়;,1
উঁচিয়ে,1
জওয়াব;,1
তওবায়,1
জিযিয়াকর,1
হয়)।[4],1
আওয়াজ?,1
উদ্যানদ্বয়ের,1
(প্রিয়তমা)।,1
হায়তামীর,1
‘তুওয়া’য়,1
অশ্লীলতায়।[6],1
"ছায়ায়,-তাফসীরে",1
ব্যাপকতায়,1
হয়েছিলে।(১)(১),1
যায়িদ,1
দয়ালু;,1
বিষয়-বস্তুসমূহে,1
জোড়ায়।[2],1
ছেলে-মেয়েদের,1
কয়েদীকে,1
হয়ো;,1
(কিয়ামের),1
আয়াতগুলোতেও,1
"যায়।’’(মুসলিম,",1
(অদ্বিতীয়)।-তাফসীরে,1
হয়েছে।*,1
"ভয়াবহতা,",1
উচ্চ-মর্যাদায়,1
যায়?’’,1
নেয়ামতসমূহের,1
"বাঞ্ছনীয়,",1
এক-অদ্বিতীয়।,1
য়্যাহয়্যা;,1
নিয়মেই,1
ক্রয়-বিক্রয়কে,1
ছায়াতলে),1
দায়িত্ব।[2],1
প্রয়াসী,1
মিথ্যারচয়িতা।[2],1
খোশ-খেয়ালের,1
ভয়-কম্পিত,1
হিরাক্লিয়াসের,1
ছিলেন।প্রায়,1
(সর্বাবস্থায়),1
দয়াময়;,1
তিলাওয়াতকারীদের;,1
ভাব-দ্যোতনায়,1
ন্যায়পন্থীও,1
নয়নজুড়ানো,1
ইয়াকূবের),1
মরিয়মের,1
"মারইয়ামের,",1
চেয়ে—যারা,1
হয়?তাফসীরে,1
"দরিয়া,",1
ঈসায়ীও,1
(নিকটাত্মীয়দের),1
সমঝতায়,1
হয়েছিল।[1],1
রায়টিই,1
গাশিয়ার,1
স্বাবেয়ী),1
নিয়ামতসমূহকে,1
সম্পর্কীয়গণ,1
‘‘উভয়,1
পৌঁছিয়েছে।,1
"হৃদয়-বিশুদ্ধতা,",1
হয়নি।দ্বিতীয়তঃ,1
ন্যায়পরায়ণ।,1
ন্যায়-নীতির,1
পয়গামকে,1
বলায়,1
রিয্ওয়ানে,1
যালিম-সম্প্রদায়ের,1
হেদায়াতপ্রাপ্ত।,1
দেওয়া)।,1
যন্ত্রণাদায়ক।তাফসীরে,1
(বিজ্ঞানময়),1
খেলা-ধূলায়,1
"শ্রবণেন্দ্রীয়,",1
ভোগ-বিলাসিতায়,1
আক্বায়েদ,1
‘অন্যায়কারীরা,1
শায়খের,1
ইখতিয়ারে।,1
সমপর্যায়ের,1
প্রভাব-প্রতিক্রিয়ায়,1
প্রয়োগকারী,1
যায়’।,1
রয়েছ’?,1
দেয়ায়।,1
করায়ত্তে)।[1],1
কলহপ্রিয়,1
পাকড়াওয়ে।,1
অশোভনীয়।দ্বিতীয়তঃ,1
‘হয়তো,1
যায়তূন-এর,1
রয়েছে।(2),1
ব্যয়কার্য,1
দিয়েছিলাম।[6],1
উপাসনালয়ে),1
ছায়ারূপে,1
ক্ষয়প্রাপ্ত,1
অট্টালিকায়,1
সামিয়ানা।,1
বানায়ো,1
হয়েছে;[2],1
(তূওয়া,1
আত্বিয়্যাহ,1
ভিন্নতায়,1
যায়।[12],1
মুসাল্লায়,1
"ইয়াহুদীদের,",1
নিয়মপদ্ধতি,1
পিয়াজ,1
সাহিত্যময়,1
(সংযোজন-বিয়োজন),1
ত্রুয়-মূল্য,1
স্বেচ্চাচারিতায়,1
মারিয়াম,1
নবুয়তের,1
আয়াতকে),1
মহিলাদ্বয়ের,1
নেয়নি।তাফসীরে,1
"খিয়ানতকারী,",1
‘লিওয়াত্বাত’।,1
(বিদায়ী,1
"দাঁড়িয়েছে,",1
